Date,Open,High,Low,Close,UBB(2),BollMA (20)  on Close,LBB(2),Volume,BollW (DIA US),%B (DIA US)
7/3/2019,268.34,269.6,268.28,269.56,270.5711,264.1975,257.8239,1262891,4.8249,0.9207
7/2/2019,266.84,267.73,266.14,267.66,270.3834,263.506,256.6286,2775740,5.2199,0.802
7/1/2019,268.45,268.75,266,266.97,270.6357,262.8055,254.9753,3976528,5.959,0.7659
6/28/2019,265.94,266.26,265.07,265.85,271.6473,261.882,252.1166,2176213,7.4578,0.7032
6/27/2019,265.45,265.91,264.5,265.15,272.2448,261.0005,249.7562,1991505,8.6163,0.6845
6/26/2019,266.12,266.49,265.21,265.22,272.0796,260.3365,248.5934,2141421,9.0215,0.7079
6/25/2019,267.39,267.4,265.13,265.26,271.7891,259.639,247.4889,7240308,9.3592,0.7313
6/24/2019,267.33,267.91,267.1,267.17,271.1956,259.0495,246.9034,1654193,9.3774,0.8343
6/21/2019,267.29,268.96,266.901,267.1,270.1088,258.497,246.8852,4446832,8.9841,0.8704
6/20/2019,268.05,268.5,265.9,268.08,268.8937,257.88,246.8663,3471763,8.5417,0.9631
6/19/2019,265.4,266.21,264.63,265.56,267.3265,257.356,247.3855,3920808,7.7484,0.9114
6/18/2019,263.23,265.8,262.94,265.33,266.2841,257.0165,247.7489,6147714,7.2117,0.9485
6/17/2019,261.64,262.18,260.97,261.68,265.0298,256.5835,248.1372,1319478,6.5837,0.8017
6/14/2019,261.24,262.13,260.43,261.51,264.5025,256.3715,248.2405,2260930,6.3431,0.816
6/13/2019,261.34,261.88,260.3737,261.56,264.149,256.254,248.3589,1882693,6.1619,0.836
6/12/2019,260.8,261.26,259.99,260.45,263.5436,256.022,248.5004,1725501,5.8757,0.7944
6/11/2019,262.66,262.87,256.95,260.88,263.032,255.79,248.548,2792090,5.6625,0.8514
6/10/2019,261.88,262.5,260.94,260.99,262.3327,255.4195,248.5063,3495929,5.4132,0.9029
6/7/2019,258.46,261.12,258.4,260.25,262.1207,255.366,248.6113,3124909,5.2902,0.8615
6/6/2019,256.12,258.35,255.53,257.72,261.811,255.2755,248.74,2796177,5.1203,0.687
6/5/2019,255.22,255.8,254.07,255.73,262.1048,255.3725,248.6402,2792381,5.2726,0.5266
6/4/2019,250.73,253.7,250.51,253.65,262.5331,255.562,248.591,3796064,5.4555,0.3629
6/3/2019,248.34,249.61,247.04,248.5,263.9608,256.093,248.2252,5479627,6.1445,0.0175
5/31/2019,249.39,250.07,248.22,248.22,264.8801,256.9165,248.9529,4891080,6.1994,-0.046
5/30/2019,251.77,252.34,250.82,251.87,264.9472,257.6495,250.3518,3454668,5.6649,0.104
5/29/2019,252.08,252.28,249.48,251.27,265.5792,258.2635,250.9478,5192067,5.6653,0.022
5/28/2019,256.12,257.21,253.46,253.47,266.2668,258.9895,251.7122,4580059,5.6198,0.1208
5/24/2019,256.21,256.68,255.02,256.12,266.9198,259.588,252.2562,2258897,5.6488,0.2635
5/23/2019,255.32,255.35,253.28,254.76,267.6066,260.049,252.4915,4616946,5.8124,0.1501
5/22/2019,257.91,258.86,257.47,257.6,267.9256,260.5375,253.1494,2942596,5.6714,0.3012
5/21/2019,258.2,258.88,257.68,258.77,268.5666,260.9535,253.3404,2376711,5.8349,0.3566
5/20/2019,256.21,257.41,255.49,256.67,269.246,261.339,253.432,2613302,6.0511,0.2048
5/17/2019,256.36,259.3926,256.21,257.44,269.5204,261.759,253.9976,3652916,5.9302,0.2218
5/16/2019,258,260.08,257.85,259.16,269.8291,262.165,254.5009,3889707,5.8468,0.304
5/15/2019,254.17,257.63,253.74,256.92,270.0337,262.4335,254.8333,4151403,5.7921,0.1373
5/14/2019,254.4,257.23,254.24,255.81,270.0239,262.814,255.6041,4308796,5.4867,0.0143
5/13/2019,254.67,255.7,252.59,253.47,269.6739,263.214,256.7541,6326032,4.9085,-0.2542
5/10/2019,257.58,260.54,255.04,259.92,268.4091,263.744,259.0788,5456134,3.5376,0.0902
5/9/2019,257.74,259.09,255.3701,258.44,268.2807,263.818,259.3553,7175426,3.3832,-0.1025
5/8/2019,259.41,261.1067,258.81,259.66,267.851,263.976,260.101,4115167,2.9359,-0.0569
5/7/2019,261.98,262.49,257.81,259.52,267.6001,264.0685,260.537,6758077,2.6747,-0.144
5/6/2019,260.3501,264.7,260.08,264.27,267.1416,264.2535,261.3654,3282557,2.1859,0.5029
5/3/2019,264.32,265.25,263.6,264.97,267.1364,264.248,261.3596,2161568,2.1861,0.625
5/2/2019,263.76,264.445,261.68,262.88,267.064,264.1885,261.313,3660196,2.1768,0.2725
5/1/2019,266.47,266.81,264.14,264.15,267.1237,264.1445,261.1653,2902461,2.2558,0.5009
4/30/2019,266.01,266.055,264.1,265.79,267.187,264.0215,260.856,2259245,2.3979,0.7793
4/29/2019,265.32,265.91,265.08,265.44,266.9839,263.8515,260.7191,1522458,2.3743,0.7536
4/26/2019,264.42,265.34,263.86,265.34,267.1921,263.536,259.8799,1883384,2.7747,0.7467
4/25/2019,264.06,265.25,262.98,264.53,267.6364,263.123,258.6097,2333830,3.4306,0.6559
4/24/2019,266.38,266.7,265.73,265.92,268.0966,262.702,257.3074,1899821,4.107,0.7983
4/23/2019,265.4501,266.86,265.0632,266.48,268.0538,262.229,256.4042,3399175,4.4425,0.8649
4/22/2019,264.6,265.44,264.44,265.07,267.9245,261.6585,255.3925,1604153,4.7894,0.7722
4/18/2019,264.98,265.93,264.36,265.56,267.8528,261.153,254.4533,3469185,5.1309,0.8289
4/17/2019,265.1,265.19,263.92,264.53,267.268,260.854,254.44,2873566,4.9177,0.7866
4/16/2019,265.28,265.32,263.93,264.53,266.8523,260.492,254.1317,2536007,4.8833,0.8174
4/15/2019,264.02,264.19,263.15,263.81,266.3244,260.2095,254.0946,2190288,4.7,0.7944
4/12/2019,263.8739,264.3877,263.08,264.07,265.8732,259.9685,254.0639,3395215,4.5426,0.8473
4/11/2019,261.92,262.25,260.58,261.4,265.3125,259.682,254.0515,2731683,4.3365,0.6526
4/10/2019,261.9,262.07,261,261.6,265.1353,259.489,253.8427,3602862,4.3519,0.6869
4/9/2019,262.12,262.14,260.95,261.51,264.9089,259.2765,253.6441,4161583,4.3447,0.6983
4/8/2019,262.83,263.4,262.37,263.22,264.716,258.994,253.272,3231685,4.4187,0.8693
4/5/2019,264.56,264.84,263.61,264.16,264.1254,258.671,253.2166,3112718,4.2173,1.0032
4/4/2019,262.22,263.94,262.11,263.78,263.2945,258.1985,253.1024,4397042,3.9474,1.0476
4/3/2019,262.58,262.72,261.22,262,262.3577,257.75,253.1423,3265528,3.5753,0.9612
4/2/2019,262,262.07,261.08,261.69,261.678,257.4935,253.309,2320048,3.2502,1.0014
4/1/2019,261.23,262.66,260.58,262.39,261.0551,257.3185,253.5819,6051711,2.9043,1.1786
3/29/2019,258.5821,259.34,257.57,259.13,260.0853,257.113,254.1407,4255859,2.312,0.8393
3/28/2019,256.92,257.28,255.59,257.08,260.3699,257.1775,253.9851,2434379,2.4826,0.4847
3/27/2019,256.63,257.43,254.1,256.11,260.6079,257.2875,253.9671,3166154,2.5811,0.3227
3/26/2019,257.05,257.83,255.3,256.46,260.931,257.4755,254.02,3278718,2.6841,0.3531
3/25/2019,254.69,255.89,253.57,255.07,261.3463,257.6795,254.0127,4982454,2.846,0.1442
3/22/2019,257.92,258.64,254.865,254.96,261.6862,257.9705,254.2548,6226489,2.8807,0.0949
3/21/2019,256.38,259.97,256.35,259.58,261.7933,258.231,254.6687,3800010,2.759,0.6893
3/20/2019,258.46,259.17,256.55,257.29,261.6903,258.1785,254.6667,4382622,2.7205,0.3735
3/19/2019,260.11,260.96,258,258.88,261.8211,258.289,254.7569,4761360,2.735,0.5837
3/18/2019,257.94,259.1167,257.7102,258.99,261.8154,258.2855,254.7556,2786156,2.7333,0.5998
3/15/2019,257.58,259.15,256.33,258.34,261.7879,258.2685,254.7491,4225190,2.7254,0.5102
3/14/2019,257.33,257.94,256.62,257.54,261.88,258.1095,254.339,3409957,2.9216,0.4245
3/13/2019,256.84,258.07,256.01,257.35,261.9197,258.0225,254.1253,5272815,3.0208,0.4137
3/12/2019,256.24,256.97,255.43,255.86,262.0598,257.8815,253.7033,6570541,3.2404,0.2581
3/11/2019,252.85,256.83,252.46,256.76,262.738,257.6355,252.533,5469428,3.961,0.4142
3/8/2019,252.88,254.895,252.74,254.71,263.1569,257.3635,251.5701,5495828,4.5021,0.271
3/7/2019,256.4,256.49,253.61,254.81,263.3911,257.223,251.0549,4104555,4.7959,0.3044
3/6/2019,258.24,258.4526,256.45,256.87,263.4307,257.176,250.9213,3221994,4.8641,0.4755
3/5/2019,258.22,258.86,257.39,258.19,263.4404,257.0305,250.6207,2107218,4.9876,0.5904
3/4/2019,261.5,261.68,256.201,258.28,263.4385,256.737,250.0355,4823948,5.2205,0.6151
3/1/2019,261.15,261.54,259.2349,260.42,263.5342,256.347,249.1598,3676922,5.6074,0.7834
2/28/2019,259.86,260.37,259.06,259.28,263.2504,255.832,248.4136,2772931,5.7994,0.7324
2/27/2019,259.82,260.42,258.77,259.87,263.0069,255.377,247.7471,2777218,5.9754,0.7944
2/26/2019,259.96,261.5,259.6,260.54,263.087,254.669,246.251,3080247,6.611,0.8487
2/25/2019,261.8549,262.36,260.75,260.89,262.8356,253.897,244.9584,3585015,7.0411,0.8912
2/22/2019,259.26,260.41,259.01,260.17,261.9835,253.222,244.4605,3938538,6.92,0.8965
2/21/2019,258.94,259.2414,257.5,258.53,261.2601,252.487,243.7139,3197179,6.9493,0.8444
2/20/2019,258.82,259.76,258.32,259.5,260.6317,251.8465,243.0612,2453981,6.9767,0.9356
2/19/2019,257.96,259.48,257.96,258.81,259.7535,251.0715,242.3895,2744450,6.9159,0.9457
2/15/2019,256.17,258.68,256.15,258.65,258.5613,250.4835,242.4057,4751072,6.4498,1.0055
2/14/2019,254.54,256.17,253.62,255.16,257.3988,249.741,242.0832,3810979,6.1326,0.8538
2/13/2019,255.53,256.556,255.1177,255.8,257.0398,249.076,241.1122,2918218,6.3946,0.9222
2/12/2019,252.72,254.88,252.67,254.53,256.4613,248.318,240.1747,3080642,6.5588,0.8814
2/11/2019,252.12,252.32,250.35,250.94,256.1266,247.5385,238.9504,2677587,6.9388,0.698
2/8/2019,250.51,251.37,249.1299,251.32,256.038,246.9855,237.933,2942716,7.3304,0.7394
2/7/2019,252.4,253.34,250.17,251.9,255.7291,246.4195,237.1099,3884789,7.5559,0.7943
2/6/2019,253.63,254.35,253.05,253.87,255.2692,245.7705,236.2718,1913464,7.7297,0.9263
2/5/2019,253.3599,254.2,252.81,253.96,254.2943,244.973,235.6517,3090516,7.6101,0.9821
2/4/2019,250.43,252.35,249.68,252.32,253.3035,244.043,234.7825,2576093,7.5892,0.9469
2/1/2019,250.67,251.85,249.75,250.48,252.5145,243.141,233.7675,3971387,7.7104,0.8915
1/31/2019,248.95,250.43,248.34,250.12,253.1501,241.953,230.7559,5649631,9.2556,0.8647
1/30/2019,248.41,251,247.78,250.18,252.2503,241.115,229.9797,5686150,9.2365,0.907
1/29/2019,245.35,246.65,244.95,245.71,251.0922,240.266,229.4398,2432929,9.0118,0.7514
1/28/2019,244.73,245.23,243.14,245.1,250.8232,239.5045,228.1858,3560319,9.4517,0.7472
1/25/2019,247.39,248.55,246.68,247.39,250.368,238.8125,227.257,4110560,9.6775,0.8711
1/24/2019,245.47,246.2,244.13,245.47,249.5291,237.8785,226.2279,2840417,9.7954,0.8258
1/23/2019,246.15,246.92,242.98,245.72,250.4727,236.51,222.5473,4330334,11.8073,0.8298
1/22/2019,245.35,245.7389,242.35,244,249.7171,235.4285,221.1399,5218505,12.1384,0.7999
1/18/2019,245.65,247.4,244.51,247.05,248.6637,234.673,220.6823,5393151,11.9235,0.9423
1/17/2019,241.23,244.81,241.04,243.8,246.7804,233.9915,221.2026,4108399,10.9311,0.8835
1/16/2019,241.355,242.9,241.14,241.86,245.7596,233.6695,221.5794,3718529,10.348,0.8387
1/15/2019,238.94,241.03,238.89,240.64,244.9731,233.398,221.8229,3940345,9.9187,0.8128
1/14/2019,237.93,239.65,237.64,238.94,245.1142,233.437,221.7598,2330665,10.0046,0.7356
1/11/2019,238.87,239.94,237.96,239.88,246.5589,233.8035,221.0481,2047229,10.9112,0.7382
1/10/2019,237.64,240.16,237.04,240,247.6727,234.1035,220.5343,3052249,11.5925,0.7173
1/9/2019,238.9319,239.8762,237.78,238.92,248.3685,234.315,220.2615,4872006,11.9954,0.6638
1/8/2019,237.94,238.66,235.79,237.92,249.2515,234.6045,219.9575,4845828,12.4866,0.6132
1/7/2019,234.84,236.88,232.951,235.36,250.1151,234.924,219.7329,5101599,12.9327,0.5144
1/4/2019,230,235.18,229.73,234.28,252.1481,235.642,219.1359,7343729,14.0095,0.4587
1/3/2019,231.25,231.42,226.3604,226.72,254.2101,236.4645,218.7189,7350173,15.0091,0.2254
1/2/2019,229.27,234,229.14,233.36,257.6818,238.065,218.4482,5319531,16.4802,0.3801
12/31/2018,232.33,233.26,231.05,233.2,260.0615,239.1725,218.2835,5079611,17.4677,0.357
12/28/2018,232.71,233.81,229.67,230.48,261.7936,240.192,218.5904,7267146,17.987,0.2752
12/27/2018,225.54,231.37,222.5304,231.26,263.2589,241.36,219.4611,7952030,18.1463,0.2694
12/26/2018,219.19,228.74,216.97,228.71,263.7141,242.172,220.6299,9761070,17.7908,0.1875
12/24/2018,222.5,223.31,217.88,218.1,263.7502,243.056,222.3618,7023992,17.0284,-0.103
12/21/2018,229.01,232.47,223.85,224.09,261.5425,244.2915,227.0405,10242652,14.1233,-0.0855
12/20/2018,232.59,233.37,226.95,228.89,259.872,245.3195,230.767,11912832,11.8641,-0.0645
12/19/2018,237.55,241.2,232.07,233.42,258.5695,246.1,233.6306,9545684,10.1336,-0.0084
12/18/2018,238.44,239.81,235.67,237.36,258.0331,246.922,235.8109,5349647,8.9996,0.0697
12/17/2018,240.04,241.4,235.05,236.43,258.3652,247.7565,237.1478,7036736,8.5638,-0.0338
12/14/2018,244.06,244.83,240.82,241.42,258.0848,248.596,239.1071,6591173,7.634,0.1219
12/13/2018,246.42,247.86,245.17,246.27,258.0097,249.0705,240.1313,4455325,7.1781,0.3434
12/12/2018,247.39,248.76,245.65,245.88,258.4135,249.41,240.4065,3734799,7.2198,0.304
12/11/2018,248.4441,248.5,242.66,244.23,258.9101,249.827,240.7439,5646473,7.2715,0.1919
12/10/2018,243.94,245.49,239.25,244.71,260.3559,250.62,240.8841,6020995,7.7695,0.1965
12/7/2018,249.66,251.4081,243.29,244.31,262.0316,251.4895,240.9474,5963661,8.3837,0.1595
12/6/2018,246.36,249.87,242.82,249.72,263.2696,252.363,241.4564,8232779,8.6436,0.3788
12/4/2018,257.64,258.04,250.38,250.73,263.6486,252.6885,241.7284,5376856,8.6748,0.4107
12/3/2018,260.17,260.3,257.02,258.73,263.824,252.876,241.928,9519917,8.6588,0.7674
11/30/2018,253.1,255.84,252.83,255.51,263.176,252.5625,241.949,2991751,8.4046,0.6389
11/29/2018,253.6,254.9732,252.22,253.59,263.0162,252.4735,241.9308,3471063,8.3516,0.553
11/28/2018,249.12,253.84,248.586,253.84,262.8973,252.3535,241.8097,5132498,8.3564,0.5705
11/27/2018,245.18,247.53,244.14,247.5,262.733,252.0965,241.46,2932026,8.4384,0.2839
11/26/2018,244.87,246.73,244.68,246.39,262.92,251.945,240.97,3435474,8.7122,0.2469
11/23/2018,243.25,244.03,242.71,242.81,262.913,251.952,240.991,1928034,8.7008,0.083
11/21/2018,245.84,246.6255,244.58,244.65,262.4929,252.3,242.1071,4257615,8.08,0.1247
11/20/2018,246.36,246.9312,243.53,244.5,262.402,252.3495,242.297,7341082,7.9671,0.1096
11/19/2018,253.61,253.78,248.841,249.86,262.1052,252.708,243.3108,4249638,7.4372,0.3485
11/16/2018,251.79,254.96,251.34,254.05,262.1733,252.867,243.5607,4529479,7.3606,0.5636
11/15/2018,250.2,254,248.3507,253.22,262.1944,252.8805,243.5666,5667040,7.3662,0.5182
11/14/2018,255.02,255.2901,249.67,250.91,262.2229,252.9035,243.5841,5610292,7.3699,0.393
11/13/2018,253.83,255.37,252.23,253.06,262.6403,253.2065,243.7727,3937868,7.4514,0.4922
11/12/2018,259.7,259.92,253.68,254.22,263.1035,253.4495,243.7955,10153025,7.6181,0.5399
11/9/2018,261.16,261.45,259.04,260.09,263.0142,253.3555,243.6968,4386536,7.6246,0.8486
11/8/2018,261.5255,262.97,260.971,262.1,262.1681,253.016,243.864,4023379,7.2344,0.9963
11/7/2018,258.46,261.86,257.5,261.78,260.6321,252.4245,244.2169,4462341,6.503,1.0699
11/6/2018,254.53,256.38,254.33,256.23,259.3618,252.1385,244.9152,2193348,5.7296,0.7832
11/5/2018,252.84,254.93,252.5,254.48,261.3379,252.5385,243.7391,2833680,6.9687,0.6103
11/2/2018,255.38,255.6,250.58,252.46,263.3429,253.056,242.7691,6413404,8.1301,0.471
11/1/2018,252.15,253.83,250.91,253.73,265.0384,253.649,242.2596,3267889,8.9804,0.5036
10/31/2018,250.94,253.2198,250.39,251.19,266.9204,254.275,241.6296,5376447,9.9462,0.378
10/30/2018,244.44,248.94,244.0882,248.7,268.9908,255.113,241.2352,6151094,10.8798,0.2689
10/29/2018,248.72,250.24,241.05,244.47,270.6114,256.0565,241.5016,6833307,11.3685,0.102
10/26/2018,247.38,249.04,244.31,246.53,271.4111,257.1695,242.9279,5883224,11.0757,0.1265
10/25/2018,247.33,250.93,246.25,249.77,271.7541,258.063,244.3719,5920220,10.6107,0.1971
10/24/2018,252.4,252.89,245.18,245.64,272.1755,258.787,245.3985,7624261,10.3471,0.009
10/23/2018,249.04,252.93,247.52,251.67,271.7927,259.694,247.5953,7360465,9.3176,0.1684
10/22/2018,255.07,255.44,252.2,253.04,272.0461,260.347,248.648,4662628,8.9873,0.1877
10/19/2018,254.23,255.98,253.34,254.32,272.3592,260.966,249.5729,6618342,8.7315,0.2083
10/18/2018,256.11,256.86,252.32,253.68,272.8713,261.606,250.3408,8694626,8.6124,0.1482
10/17/2018,256.92,258.02,254.67,256.97,273.1581,262.274,251.39,6822354,8.2997,0.2563
10/16/2018,254.62,258.11,253.98,257.92,273.2862,262.6465,252.0069,7099844,8.1019,0.2779
10/15/2018,252.87,254.74,252.34,252.34,273.3123,262.896,252.4797,5500898,7.9242,-0.0067
10/12/2018,254.3553,254.609,249.93,253.3,272.6124,263.328,254.0436,8634402,7.0516,-0.04
10/11/2018,254.7301,256.73,248.86,250.27,271.867,263.7575,255.648,15270254,6.1492,-0.3316
10/10/2018,264.04,264.12,255.8,256.06,269.7032,264.333,258.9628,12291998,4.0632,-0.2703
10/9/2018,264.38,265.32,263.14,264.23,268.8214,264.5425,260.2636,4559121,3.2349,0.4635
10/8/2018,263.25,265.21,262.085,264.83,269.0427,264.3325,259.6223,6236412,3.5638,0.5528
10/5/2018,266.34,266.62,262.9,264.32,269.2921,264.038,258.7839,7477269,3.9798,0.5268
10/4/2018,267.69,267.71,264.58,266.25,269.4032,263.799,258.1948,8720854,4.2488,0.7187
10/3/2018,268.77,269.28,267.67,267.95,269.1855,263.501,257.8166,5827732,4.3146,0.8913
10/2/2018,266.11,268.02,266.05,267.57,268.6017,263.0995,257.5973,4553359,4.1826,0.9062
10/1/2018,266.1,267.15,265.74,266.73,267.9927,262.7075,257.4223,5831122,4.0236,0.8805
9/28/2018,263.56,264.94,263.5,264.4,267.4484,262.3635,257.2786,3288848,3.8762,0.7002
9/27/2018,264.25,265.37,263.59,264.25,267.2374,262.144,257.0507,2440217,3.8859,0.7067
9/26/2018,264.81,265.84,263.27,263.78,267.0083,261.998,256.9878,3365925,3.8247,0.6778
9/25/2018,266.03,266.12,264.53,264.73,266.8147,261.841,256.8673,1820367,3.799,0.7904
9/24/2018,266.68,266.7,265.25,265.42,266.4516,261.6335,256.8154,3778613,3.6831,0.8929
9/21/2018,267.55,267.61,266.59,267.12,266.0128,261.255,256.4972,3944455,3.6423,1.1164
9/20/2018,266,267.31,265.99,267.04,265.1017,260.7235,256.3454,5247064,3.3585,1.2214
9/19/2018,263.1,264.99,263.1,264.42,263.7981,260.2305,256.6629,4001009,2.7419,1.0872
9/18/2018,261.25,263.53,261.18,262.91,263.0351,259.913,256.7909,2998893,2.4024,0.98
9/17/2018,261.72,262.1899,260.64,260.98,262.6196,259.639,256.6584,2473548,2.2959,0.725
9/14/2018,262.01,262.47,261.02,261.89,262.6221,259.4155,256.2089,3077750,2.4722,0.8858
9/13/2018,261.42,262.2236,260.99,261.78,262.4526,259.118,255.7834,2472309,2.5738,0.8991
9/12/2018,260.15,261.77,259.58,260.25,263.0359,258.617,254.1981,4971555,3.4173,0.6848
9/11/2018,258.1,260.51,257.82,260.03,263.199,258.265,253.331,3072921,3.8209,0.6789
9/10/2018,260.52,260.65,258.86,258.94,263.4183,257.8655,252.3127,2247644,4.3067,0.5968
9/7/2018,259.33,260.34,258.46,259.54,263.4532,257.5835,251.7138,3796404,4.5575,0.6667
9/6/2018,260.14,261.05,259.04,260.29,263.2527,257.3645,251.4763,3878500,4.5757,0.7484
9/5/2018,259.22,260.31,258.92,259.92,262.9059,257.131,251.3561,3282756,4.4918,0.7415
9/4/2018,259.22,259.92,258.21,259.73,262.5849,256.941,251.2971,2944977,4.3931,0.7471
8/31/2018,259.59,260.49,258.98,259.85,262.2588,256.697,251.1352,3081784,4.3334,0.7835
8/30/2018,260.74,261.15,259.45,260.01,261.8749,256.424,250.9731,3867210,4.2515,0.8289
8/29/2018,260.8,261.767,260.44,261.33,261.4518,256.0785,250.7052,2433856,4.1966,0.9887
8/28/2018,261.3,261.32,260.35,260.64,260.6115,255.6675,250.7234,2713570,3.8676,1.0029
8/27/2018,259.25,260.645,259.25,260.58,259.7631,255.344,250.9249,4111589,3.4613,1.0924
8/24/2018,257.24,258.18,256.99,257.85,258.7893,254.9585,251.1277,3631718,3.005,0.8774
8/23/2018,256.8,257.56,255.98,256.49,258.3806,254.779,251.1774,2812271,2.8272,0.7375
8/22/2018,258,258.2,257.05,257.18,258.2305,254.7105,251.1905,3850556,2.7639,0.8508
8/21/2018,257.93,258.7,257.76,258.07,257.8941,254.5525,251.2109,3290897,2.6255,1.0263
8/20/2018,257.11,257.72,256.97,257.43,257.3329,254.2595,251.1861,2930743,2.4175,1.0158
8/17/2018,255.23,257.12,255.03,256.51,257.0823,253.901,250.7197,3902541,2.5059,0.9101
8/16/2018,254.37,256.41,254.28,255.94,256.8817,253.5975,250.3133,7919176,2.5901,0.8566
8/15/2018,251.84,252.2,249.86,251.76,256.6566,253.34,250.0234,5803966,2.6183,0.2618
8/14/2018,252.76,253.5532,252.2292,253.21,256.6464,253.3535,250.0606,2815934,2.5995,0.4782
8/13/2018,253.57,253.96,251.7,252.04,256.6719,253.257,249.8421,3691567,2.6968,0.3218
8/10/2018,253.68,253.9,252.4,253.3,256.7502,253.1885,249.6269,4797172,2.8134,0.5157
8/9/2018,255.76,256.23,255,255.16,256.8246,253.0335,249.2423,1677288,2.9966,0.7805
8/8/2018,255.97,256.121,255.38,255.62,256.7296,252.7405,248.7514,1877503,3.1567,0.8609
8/7/2018,255.98,256.76,255.65,256.12,256.7782,252.3135,247.8488,2394469,3.539,0.9263
8/6/2018,254.22,255.24,253.63,254.85,256.2658,251.969,247.6722,2305424,3.4106,0.8352
8/3/2018,253.04,254.5,253.04,254.39,256.0593,251.6185,247.1777,2469438,3.5298,0.812
8/2/2018,251.45,253.41,251.03,253.1,256.3326,251.129,245.9254,4132560,4.1442,0.6894
8/1/2018,253.9,254.64,252.561,253.11,256.7242,250.6515,244.5788,3159023,4.8455,0.7024
7/31/2018,253.69,254.68,253.6,254.17,257.1872,250.079,242.9708,3743090,5.6848,0.7878
7/30/2018,254.53,254.79,252.67,252.87,257.0351,249.507,241.9789,4484389,6.0344,0.7234
7/27/2018,255.11,255.6,253.48,254.26,256.91,249,241.09,5853325,6.3534,0.8325
7/26/2018,254.52,255.68,254.45,255.12,256.4612,248.391,240.3208,4174986,6.498,0.9169
7/25/2018,251.57,254.16,250.93,254.02,255.7337,247.691,239.6483,4697107,6.4942,0.8935
7/24/2018,251.26,252.66,251.06,252.21,254.8971,247.1235,239.3499,5485281,6.2912,0.8272
7/23/2018,250.21,250.6,249.62,250.26,254.3036,246.6285,238.9534,1792009,6.224,0.7366
7/20/2018,249.82,251.04,249.68,250.44,253.8992,246.4,238.9008,2687910,6.087,0.7694
7/19/2018,251.22,251.62,250.61,250.79,253.4066,246.103,238.7994,2537412,5.9354,0.8209
7/18/2018,251.39,252.165,251.02,252.03,252.8712,245.8865,238.9018,2119574,5.6813,0.9398
7/17/2018,250.55,251.57,249.9,251.28,252.0454,245.629,239.2126,2960092,5.2245,0.9404
7/16/2018,250.39,250.75,249.83,250.67,251.7259,245.5515,239.3771,1881422,5.029,0.9145
7/13/2018,249.24,250.46,248.93,250.2,251.7411,245.555,239.3689,3018231,5.0384,0.8754
7/12/2018,249.07,249.44,248.17,249.3,252.1408,245.6445,239.1482,3175377,5.2892,0.7814
7/11/2018,247.34,248.16,246.64,247.08,252.7159,245.7885,238.8611,4409825,5.6369,0.5932
7/10/2018,248.52,249.48,248.4483,249.23,253.7515,246.0995,238.4475,3474718,6.2186,0.7046
7/9/2018,245.78,248,245.76,247.84,254.4959,246.3075,238.1191,3679325,6.6489,0.5936
7/6/2018,243.31,245.2,242.81,244.6,255.2957,246.579,237.8623,3546395,7.0701,0.3865
7/5/2018,243.13,243.67,241.69,243.55,256.0116,246.9755,237.9394,3294601,7.3174,0.3105
7/3/2018,244.06,244.3,241.35,241.66,256.4734,247.374,238.2745,3143826,7.3568,0.186
7/2/2018,240.92,243.04,240.62,242.73,256.4146,247.6985,238.9825,5700302,7.0376,0.215
6/29/2018,243.48,244.96,242.59,242.73,256.3853,247.972,239.5587,3966158,6.7857,0.1885
6/28/2018,240.47,242.96,239.83,242.08,256.2576,248.1535,240.0495,5523974,6.5315,0.1253
6/27/2018,243.27,245.58,241.01,241.12,256.0951,248.2585,240.4219,6149330,6.3132,0.0445
6/26/2018,242.92,243.69,242.272,242.67,255.7065,248.5375,241.3685,3833729,5.769,0.0908
6/25/2018,244.18,244.4,240.7,242.31,255.6249,248.5765,241.5281,9535988,5.671,0.0555
6/22/2018,245.92,246.51,245.44,245.69,255.2995,248.8295,242.3595,3653100,5.2003,0.2574
6/21/2018,245.83,245.94,243.93,244.5,255.2658,248.9405,242.6152,4676606,5.0818,0.149
6/20/2018,247.96,247.98,246.12,246.46,255.1399,249.147,243.1541,4711680,4.8107,0.2758
6/19/2018,246.6,247.23,245.53,246.88,255.1176,249.233,243.3484,5511050,4.7221,0.3001
6/18/2018,248.8,249.9,248.14,249.73,255.1762,249.386,243.5958,4075518,4.6436,0.5297
6/15/2018,250.27,251.195,248.77,250.74,255.1289,249.2495,243.3701,6340812,4.7177,0.6268
6/14/2018,253.16,253.515,251.54,251.99,254.9722,249.0995,243.2268,5006987,4.7152,0.7461
6/13/2018,253.42,253.7516,252.03,252.18,254.6353,248.8985,243.1617,3819019,4.6098,0.786
6/12/2018,253.74,253.77,252.56,253.3,254.225,248.655,243.085,6531009,4.4801,0.917
6/11/2018,253.62,254.159,253.02,253.39,253.6133,248.4535,243.2937,4200206,4.1535,0.9784
6/8/2018,251.96,253.41,251.767,253.27,252.8495,248.211,243.5725,4450986,3.7375,1.0453
6/7/2018,252.22,253.37,251.74,252.53,251.942,247.9205,243.899,4286770,3.2441,1.0731
6/6/2018,249.24,251.53,248.55,251.52,251.1256,247.564,244.0024,4102505,2.8773,1.0554
6/5/2018,248.16,248.4765,247.16,248.15,250.6709,247.159,243.6471,2816404,2.8418,0.6411
